,listing_id,5_stars,availability_365,borough,host_id,host_name,is_rated,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,number_of_stays,reviews_per_month,room_type,price,rating,listing_added
1627,6400170,0.7128043883844829,0,Brooklyn,24833181,Andres,1,2019-06-29,40.69385,-73.9481,Fantastic Cozy Stay-NYC. 4B, Bedford-Stuyvesant,93,111.6,2.0,entire place,80.0,4.236653328763822,2018-12-24
1628,6401500,0.9380699987305536,68,Brooklyn,5463220,Nick And Jade,1,2019-07-01,40.71258,-73.95555999999998,"Wburg Penthouse, Private elevator, balcony, roof", Williamsburg,175,210.0,3.53,entire place,201.0,4.743300853108209,2018-12-26
1629,6403485,0.6400719803266163,0,Manhattan,33394459,Alana,1,2016-01-07,40.80645,-73.95260999999998,Homey 1 BR apartment in Harlem, Harlem,2,2.4,0.04,entire place,100.0,4.7096436255624265,2015-07-04
1630,6408849,0.7872526711960901,0,Manhattan,33426004,Joshua,1,2015-09-25,40.74583,-73.97834,MODERN NYC APARTMENT, Murray Hill,5,6.0,0.1,entire place,160.0,4.58224679298759,2015-03-22
1631,6422762,0.6505131660332891,0,Manhattan,13341919,Jennifer,1,2015-12-27,40.78396,-73.95218,Cozy Room in UES Apartment, Upper East Side,3,3.6,0.06,Private Room,110.0,4.760055036542392,2015-06-23
1632,6424961,0.6029488684058907,302,Brooklyn,30641136,Michael,1,2019-05-31,40.6833,-73.95161999999998,"Skylighted Floor, All Yours, 23 Mins to Manhattan", Bedford-Stuyvesant,10,12.0,0.33,entire place,86.0,3.795503543729607,2018-11-25
1633,6425850,0.7699470781766179,0,Manhattan,32715865,Yelena,1,2017-09-23,40.79169,-73.97498,"Spacious, charming studio", Upper West Side,5,6.0,0.13,entire place,86.0,4.76320299429773,2017-03-20
1634,6428482,0.692783851852602,365,Manhattan,7831209,Bobi,1,2019-05-31,40.80749,-73.93803,2C  Private Rm in Guesthouse Manhattan, East Harlem,103,123.6,2.07,Private Room,50.0,4.443783585984455,2018-11-25
1635,6428581,0.7387039825215594,0,Manhattan,3760161,Sharmilli,1,2016-06-11,40.72066,-73.99566,Nolita Room - Convenient & Quaint, Nolita,1,1.2,0.03,Private Room,95.0,4.978157848164425,2015-12-07
1636,6428913,0.6717998875969944,85,Brooklyn,13043852,Claire,1,2017-07-16,40.68477,-73.99825,COBBLE HILL BROWNSTONE, Cobble Hill,5,6.0,0.1,entire place,400.0,3.7523929908577474,2017-01-10
1637,6428942,0.0,0,Manhattan,21694306,Brooke,0,,40.70949,-74.01379,Entire 1 BR apt in luxury building!, Financial District,0,0.0,0.0,entire place,212.0,,2018-03-26
1638,6437262,0.7329496205153451,311,Brooklyn,33605594,Misha,1,2019-05-15,40.59225,-73.95026,"Cozy private room, close to the subway & beach", Sheepshead Bay,8,9.6,0.26,Private Room,75.0,4.9329201752810325,2018-11-09
1639,6438254,0.7831563057526579,0,Brooklyn,33611370,Christopher,1,2015-10-26,40.68303,-73.99686,Charming Brooklyn 1BD+Den, Carroll Gardens,2,2.4,0.04,entire place,125.0,4.887099622152644,2015-04-22
1640,6445173,0.9187937338211396,275,Brooklyn,5622480,Gigi,1,2019-06-23,40.71106,-73.94918,Luxury Williamsburg Duplex w/ Yard!, Williamsburg,176,211.2,3.51,entire place,250.0,4.773508967471279,2018-12-18
1641,6445656,0.0,0,Brooklyn,13873277,Elan,0,,40.71599000000001,-73.95539000000002,Big Room in Heart of Williamsburg, Williamsburg,0,0.0,0.0,Private Room,100.0,,2018-05-10
1642,6452188,0.8427726349074541,247,Manhattan,276291,Simon,1,2019-06-29,40.80755,-73.94141,The Brownstone 2 / Luxury 1 Bd Apt, East Harlem,116,139.2,2.36,entire place,155.0,4.5976029891973935,2018-12-24
1643,6452585,0.0,0,Manhattan,6826449,Lucas,0,,40.72672,-73.98514,"Cozy, sunny East Village bedroom", East Village,0,0.0,0.0,Private Room,115.0,,2018-09-25
1644,6452788,0.0,0,Brooklyn,28000421,Luca,0,,40.71532,-73.9442,Huge Bright Room in Williamsburg, Williamsburg,0,0.0,0.0,Private Room,100.0,,2018-09-30
1645,6452940,0.7809955813902176,0,Manhattan,19475826,Mark,1,2016-12-30,40.7487,-73.97358,Spacious Studio in Midtown, Murray Hill,21,25.2,0.44,entire place,125.0,4.067162439182495,2016-06-26
1646,6458979,0.6204230242420059,10,Brooklyn,26408268,Neil,1,2019-05-12,40.71161,-73.95957,Beautiful Condo w/ Private Rooftop, Williamsburg,9,10.8,0.25,entire place,395.0,3.3590279467070605,2018-11-06
1647,6463098,0.8006581253606109,71,Manhattan,32430692,Frank,1,2019-07-06,40.84405,-73.93796,Sweet Home at Washington high everyone is welcome, Washington Heights,10,12.0,8.82,Private Room,50.0,4.639345203377473,2018-12-31
1648,6466590,0.6852838521726696,0,Brooklyn,7455366,Sidra,1,2016-08-26,40.64876,-73.96279,Room in spacious apt near the park, Flatbush,2,2.4,0.05,Private Room,38.0,4.284594808499026,2016-02-21
1649,6467509,0.9021430124317013,0,Manhattan,253533,Matt,1,2018-05-18,40.71507,-73.99033,Modern Rustic NYC Chic in the LES, Chinatown,27,32.4,0.58,entire place,245.0,4.556343906388344,2017-11-12
1650,6470740,0.0,0,Manhattan,33803881,Lisa,0,,40.70516,-74.00798,Luxury Apt in Financial District, Financial District,0,0.0,0.0,entire place,275.0,,2018-07-02
1651,6471117,0.7326111857937548,0,Manhattan,10380050,Lisa,1,2016-09-15,40.82373,-73.95144,"Clean room in a cozy, peaceful home", Harlem,37,44.4,0.74,Private Room,50.0,3.317869495985767,2016-03-12
1652,6474699,0.9365244046811804,299,Brooklyn,33825321,Debra,1,2019-06-22,40.67255,-73.93328000000002,1 bedroom apt in pvt 2 fam house, Crown Heights,24,28.8,0.51,entire place,150.0,4.645266245336246,2018-12-17
1653,6476333,0.7084121575440744,273,Manhattan,18693139,Eliana,1,2019-01-01,40.80182,-73.94014,1BR in East Harlem apt, East Harlem,5,6.0,0.1,Private Room,105.0,3.9860925751333887,2018-06-28
1654,6489828,0.7846048204376427,340,Brooklyn,7503643,Vida,1,2016-08-07,40.72583,-73.94176999999998,Industrial Flex 2br duplex Loft in Brooklyn, Greenpoint,3,3.6,0.07,entire place,159.0,3.257899226273337,2016-02-02
1655,6499870,0.72623448695849,0,Manhattan,33975064,Jessica,1,2016-08-06,40.80571,-73.95429,Kid friendly 2 bedroom in Harlem, Harlem,2,2.4,0.04,entire place,150.0,3.830256804221013,2016-02-01
1656,6504972,0.6476963476033664,4,Brooklyn,5785497,Jaamil,1,2019-05-16,40.70154,-73.92154000000002,Gem of Bushwick, Bushwick,22,26.4,0.47,Private Room,40.0,4.13668851898754,2018-11-10
1657,6505898,0.6567963834069872,0,Manhattan,34009194,Seán,1,2015-06-30,40.83771,-73.94638,Riverside and 160th--Long Stay, Washington Heights,1,1.2,0.02,entire place,200.0,4.492997306758364,2014-12-25
1658,6534409,0.6514659122551439,0,Manhattan,34174768,Dana,1,2015-10-25,40.75055,-73.98679,Unbelievable NYC Apt Avail Nov!, Midtown,19,22.8,0.38,entire place,340.0,3.2881292510022924,2015-04-21
1659,6539778,0.8644020599927559,0,Brooklyn,34201688,Samantha,1,2019-05-17,40.71834000000001,-73.95867,Large 1BR in heart of Williamsburg!, Williamsburg,35,42.0,0.83,entire place,149.0,4.857247635772692,2018-11-11
1660,6542603,0.7729456452551932,0,Brooklyn,3057531,Jeffrey,1,2019-01-05,40.71839,-73.94329,PRIVATE one Bedroom in Williamsburg, Williamsburg,10,12.0,0.2,entire place,175.0,4.119349936133023,2018-07-02
1661,6542818,0.0,364,Manhattan,23116237,Kate,0,,40.76622,-73.97783000000003,Luxury Apt on Central Park South, Midtown,0,0.0,0.0,entire place,350.0,,2018-03-31
1662,6545519,0.6332377263986635,35,Manhattan,3174520,Peter,1,2019-01-01,40.73399000000001,-73.99305,Amazing Studio-Loft w/Outdoor Space, Greenwich Village,52,62.4,1.04,entire place,185.0,4.0742123379998,2018-06-28
1663,6550596,0.6703365407845338,0,Manhattan,34262042,Jodil H.,1,2018-12-19,40.81781,-73.9347,Studio-Heart of Harlem****, Harlem,15,18.0,0.32,entire place,75.0,3.692842262295078,2018-06-15
1664,6555262,0.0,0,Queens,14098887,Fareed,0,,40.70503,-73.91433,Comfortable and Spacious Bedroom, Ridgewood,0,0.0,0.0,Private Room,35.0,,2018-08-22
1665,6556848,0.7595198240512482,0,Brooklyn,9119676,Angeline,1,2015-12-28,40.6815,-73.97309,Bright and Airy Brooklyn Abode, Prospect Heights,10,12.0,0.2,entire place,175.0,4.3647151449493045,2015-06-24
1666,6557289,0.0,0,Bronx,7074531,Jonathan,0,,40.82639,-73.90363,1 Room in a 2 Bedroom Available, Longwood,0,0.0,0.0,Private Room,680.0,,2018-03-18
1667,6558729,0.0,0,Brooklyn,12764940,Robert,0,,40.70608,-73.93223,"Artist Loft In Bushwick, Brooklyn", Williamsburg,0,0.0,0.0,Private Room,95.0,,2018-05-17
1668,6560055,0.0,0,Manhattan,34310803,Michel,0,,40.85509,-73.93744000000002,Lovely uptown furnished 1 bedroom, Washington Heights,0,0.0,0.0,entire place,150.0,,2018-05-14
1669,6570517,0.8564319449246245,0,Manhattan,4534649,L & A,1,2017-03-08,40.8179,-73.9539,Comfy Room Close the Subway ABCD&1!, Harlem,52,62.4,1.04,Private Room,75.0,4.853249147559319,2016-09-02
1670,6576327,0.6788411706260034,0,Manhattan,33680030,Ruby,1,2015-07-28,40.82033,-73.95631999999998,"manhattan uptown 2/b, excellent for big family", Harlem,3,3.6,0.06,entire place,120.0,4.286499003500748,2015-01-22
1671,6585852,0.660278269464703,0,Manhattan,1263574,Lauren,1,2015-07-22,40.80133,-73.96574,1 bedroom close to Central Park, Upper West Side,5,6.0,0.1,Private Room,60.0,3.38194337142248,2015-01-16
1672,6590549,0.6385496224894626,0,Brooklyn,6495511,Kari,1,2016-08-15,40.71214000000001,-73.95111,Luxury 1bdrm w/ private terrace, Williamsburg,5,6.0,0.1,entire place,175.0,4.927766637410454,2016-02-10
1673,6594861,0.7406095153113208,70,Brooklyn,34501360,Eric,1,2017-09-03,40.6746,-73.97901,Park Slope Brownstone Duplex (unfurnished), Park Slope,12,14.4,0.25,entire place,275.0,3.023090956841416,2017-02-28
1674,6598624,0.6880345791326853,0,Brooklyn,17382149,Rosie,1,2018-12-27,40.71684000000001,-73.95907,"Private Bed, Bath & Patio in prime Williamsburg !", Williamsburg,48,57.6,2.17,Private Room,110.0,4.119899495025777,2018-06-23
1675,6601120,0.6166346489582814,0,Brooklyn,34534668,Gohe,1,2018-04-29,40.71297,-73.96409,Entire place in Williamsburg. Rustic Den., Williamsburg,5,6.0,0.27,entire place,163.0,3.014788664523058,2017-10-24
1676,6608666,0.6792913437882956,255,Brooklyn,34546849,Amber,1,2019-06-24,40.68736,-73.92827,Lively Rm w/Private Entrance & Bath, Bedford-Stuyvesant,131,157.2,2.63,Private Room,70.0,3.3186274314546145,2018-12-19
1677,6609871,0.6053848561476943,123,Manhattan,6375533,LaNola,1,2019-06-27,40.78828,-73.9484,COMFORTABLE NYC RETREAT, East Harlem,70,84.0,1.62,entire place,175.0,3.325890349302741,2018-12-22
1678,6610244,0.0,0,Manhattan,7701992,Grace,0,,40.82536,-73.94383,Sunny Jewel In Historic Harlem, Harlem,0,0.0,0.0,entire place,130.0,,2018-09-29
1679,6610516,0.7247039677520732,0,Brooklyn,5753744,Rindon,1,2015-08-21,40.66058,-73.95825,Bright and Sunny 2 Bedroom, Prospect-Lefferts Gardens,2,2.4,0.04,entire place,130.0,4.552523490955644,2015-02-15
1680,6611547,0.7445204202964745,207,Brooklyn,34595916,Andrew,1,2019-07-01,40.66934000000001,-73.98793,Private Park Slope Brooklyn Hideaway, South Slope,161,193.2,3.22,entire place,95.0,4.496024973698796,2018-12-26
1681,6612664,0.690872001757204,239,Manhattan,1797304,Marg,1,2019-06-26,40.7617,-73.99244,Great BedRoom in Hell's Kitchen, Hell's Kitchen,53,63.6,1.34,Private Room,75.0,3.4937481883143966,2018-12-21
1682,6620407,0.6780581140321186,0,Brooklyn,31880074,Rachel,1,2016-01-06,40.69666,-73.93548,Cozy one bedroom in bushwick!, Bedford-Stuyvesant,7,8.4,0.14,entire place,98.0,3.9754351433283017,2015-07-03
1683,6627931,0.6833446710715326,22,Brooklyn,33722691,Danny And June,1,2019-04-24,40.69374000000001,-73.96727,Spacious 2 Bedroom + Backyard in Fort Greene BK, Clinton Hill,2,2.4,0.06,entire place,150.0,4.256724021754363,2018-10-19
1684,6628117,0.7393357837392399,0,Brooklyn,24839107,Brittany,1,2015-11-02,40.71681,-73.96141,Cozy room in heart of Williamsburg, Williamsburg,7,8.4,0.14,Private Room,80.0,3.835253104632456,2015-04-29
1685,6642187,0.8822484457094559,311,Manhattan,2536417,Anna,1,2019-07-01,40.76555,-73.95791,Sunny & Modern 1 Bedroom with Amazing view of NY, Upper East Side,38,45.6,0.77,entire place,399.0,4.7237094157782735,2018-12-26
1686,6644669,0.6391094421321891,0,Manhattan,34779392,Joseph,1,2019-05-18,40.77689,-73.98103,1 bedroom Upper West Side apartment, Upper West Side,8,9.6,0.16,entire place,135.0,4.995388182565078,2018-11-12
1687,6645963,0.7290612507721203,63,Manhattan,24260658,Kristy,1,2019-06-24,40.79478,-73.93415999999998,Sunny private room in Spanish Harlem art house, East Harlem,32,38.4,0.64,Private Room,70.0,4.179323132960119,2018-12-19
1688,6646365,0.7830686592891127,76,Brooklyn,23582893,Laramie,1,2019-05-08,40.69038,-73.91462,Lovely Brooklyn Room With Balcony, Bushwick,24,28.8,0.49,Private Room,52.0,3.9786815361060888,2018-11-02
1689,6647114,0.7574596261422448,5,Manhattan,3579116,Kristin,1,2019-06-20,40.73267,-74.00379000000002,COZY CORNER GREENWICH VILLAGE, West Village,64,76.8,1.29,Private Room,140.0,3.4694904845235186,2018-12-15
1690,6649555,0.6220865535416463,0,Manhattan,20700509,Gunnar,1,2016-03-19,40.73592,-74.00492,Amazing 1BR - heart of West Village, West Village,11,13.2,0.22,entire place,169.0,4.050505195679016,2015-09-14
1691,6654984,0.6410034681945462,173,Brooklyn,5417600,Elvira,1,2018-06-16,40.67376,-73.98397,Beautiful apartment in trendy Brooklyn, Park Slope,4,4.8,0.14,entire place,200.0,3.0886514932873705,2017-12-11
1692,6657134,0.6990031594262982,0,Manhattan,1131394,Jeremy,1,2019-02-23,40.78071,-73.95309,"Spacious 2BR/2BA, Great Location!", Upper East Side,4,4.8,0.09,entire place,240.0,3.538291042751108,2018-08-20
1693,6660046,0.6260133430129807,177,Brooklyn,1761447,Marc,1,2019-06-03,40.7123,-73.95401,Bespoke Williamsburg Row House, Williamsburg,78,93.6,1.68,entire place,177.0,3.228047987412792,2018-11-28
1694,6662241,0.6613201180717874,0,Manhattan,30208406,Yaron,1,2017-12-31,40.73857,-73.99786999999998,NYC Brownstone Duplex With Backyard in Chelsea., Chelsea,4,4.8,0.08,entire place,400.0,3.213255364693161,2017-06-27
1695,6662487,0.8210701410721378,0,Manhattan,34874378,Jessica,1,2017-09-15,40.82398,-73.94846,Beautiful & Private Manhattan Room, Harlem,59,70.8,1.19,Private Room,75.0,4.670221890969343,2017-03-12
1696,6669443,0.0,0,Brooklyn,8816218,Alexa,0,,40.71162,-73.94551,Bedroom with Empire St Bldg View!, Williamsburg,0,0.0,0.0,Private Room,125.0,,2018-06-05
1697,6672758,0.7393379258956734,191,Manhattan,2196224,Sally,1,2018-03-10,40.73037,-73.98158000000002,Cool Large 3 bedrooms in the heart of East village, East Village,1,1.2,0.06,entire place,197.0,4.899694113839908,2017-09-04
1698,6673630,0.6171130293317327,0,Manhattan,6591262,Natasha,1,2015-08-01,40.71661,-73.98916,Stylish L.E.S Studio, Lower East Side,1,1.2,0.02,entire place,150.0,3.434691153778962,2015-01-26
1699,6686332,0.0,0,Brooklyn,30340506,Alyson,0,,40.69207,-73.92312,Modern/Sunny Apt Close to Train!, Bushwick,0,0.0,0.0,entire place,190.0,,2018-08-28
1700,6690696,0.7265345809411755,0,Brooklyn,3131306,Alissa,1,2015-08-09,40.68623,-73.96755,Sunny Prewar 2BR/2BA in Fort Greene, Clinton Hill,1,1.2,0.02,entire place,220.0,3.4360032845041584,2015-02-03
1701,6693052,0.7356623291970623,14,Brooklyn,398440,Marla,1,2019-03-25,40.6913,-73.92934,Kid-friendly house with parking/back patio, Bedford-Stuyvesant,4,4.8,0.53,entire place,200.0,3.5548658155698662,2018-09-19
1702,6700860,0.6511730862236178,0,Brooklyn,35075473,Amanda,1,2016-08-28,40.67885,-74.00027,"Family Friendly, Brooklyn, NYC 2br", Carroll Gardens,5,6.0,0.1,entire place,150.0,3.761569034448456,2016-02-23
1703,6702693,0.7116584641650048,0,Manhattan,8730,Allison,1,2016-11-16,40.73692,-73.99219000000002,"Designer Fifth Ave 4BR 5Ba 6,000sf Modern Loft", Chelsea,11,13.2,0.22,entire place,1495.0,3.068822575880128,2016-05-13
1704,6705558,0.6896237586014453,0,Brooklyn,16462666,Ali,1,2017-02-15,40.71506,-73.96181999999997,Spacious Bright Room in Heart of Williamsburg NY, Williamsburg,1,1.2,0.03,Private Room,103.0,3.71909884477152,2016-08-12
1705,6705604,0.6054395956783364,0,Bronx,35103293,Maria,1,2018-11-27,40.87225,-73.88748000000002,Beautiful Private Bedroom in NY, Norwood,40,48.0,0.82,Private Room,33.0,4.405612233542332,2018-05-24
1706,6706074,0.6087096311619312,0,Queens,25071191,Khamis,1,2018-09-10,40.78112,-73.91079,Beautiful neighborhood, Ditmars Steinway,5,6.0,0.1,entire place,110.0,3.9820203982314095,2018-03-07
1707,6713005,0.0,0,Manhattan,35144920,Kevin,0,,40.767,-73.95456,Large one bedroom, Upper East Side,0,0.0,0.0,Private Room,100.0,,2018-07-30
1708,6716160,0.6680083716677883,0,Brooklyn,171653,Stefanie,1,2016-09-11,40.6669,-73.97827,Park Slope Family Oasis w/ Patio, Park Slope,1,1.2,0.03,entire place,250.0,3.746475144052944,2016-03-08
1709,6717544,0.6393995601937373,81,Brooklyn,35174506,Michelle,1,2019-06-23,40.61625,-73.9916,Relaxing Home for your NY Trip, Bensonhurst,9,10.8,1.41,Private Room,50.0,3.5245499888796745,2018-12-18
1710,6717607,0.7391616332694461,0,Brooklyn,4130512,Tanni,1,2016-11-25,40.69093,-73.91291,Spacious Private Room/Bath in Bushwick!, Bushwick,1,1.2,0.03,Private Room,45.0,4.480654780074183,2016-05-22
1711,6728550,0.7221986165449209,0,Brooklyn,34058193,Beverly,1,2015-11-25,40.68972,-73.95629,"Cozy, Spacious Bedstuy Pad", Bedford-Stuyvesant,5,6.0,0.1,entire place,60.0,4.711357114755988,2015-05-22
1712,6733512,0.7490063588409421,301,Brooklyn,1398639,Juliet,1,2019-05-06,40.68814,-73.93089,A Serine Stay in Bedstuy, Bedford-Stuyvesant,14,16.8,0.31,Private Room,55.0,3.0541576188670367,2018-10-31
1713,6737048,0.824367350348739,0,Queens,35280507,Elimara,1,2018-12-11,40.70737,-73.91439,"Owesome entire apart, Bushwick 20 min Manhattan!!!", Ridgewood,17,20.4,1.41,entire place,100.0,4.583668517356268,2018-06-07
1714,6739145,0.6929560106239022,0,Staten Island,25368839,Florence,1,2019-06-22,40.58115,-74.09182,Ranch style house with driveway, Dongan Hills,63,75.6,1.29,entire place,155.0,3.215543475860508,2018-12-17
1715,6741094,0.6869154449257522,0,Manhattan,35299368,Adriana,1,2015-06-21,40.74798,-73.9814,Gorgeous Luxury Apartment, Murray Hill,1,1.2,0.02,Private Room,200.0,3.711872576100725,2014-12-16
1716,6747193,0.9263841356660102,69,Brooklyn,35322092,Rhemy,1,2019-07-06,40.68649,-73.92783,Room & Breakfast-   Room 2, Bedford-Stuyvesant,107,128.4,2.19,Private Room,49.0,4.7259946838746645,2018-12-31
1717,6748032,0.9173591194704128,142,Brooklyn,35329789,Simone,1,2019-06-19,40.66002,-73.99073,Beloved Brooklyn style apartment, Sunset Park,152,182.4,3.08,entire place,80.0,4.648611440308416,2018-12-14
1718,6748952,0.7404152166985647,0,Brooklyn,34950721,Samuel,1,2015-06-15,40.70799,-73.94888,Private Room w/Bathroom / W'Berg BK, Williamsburg,1,1.2,0.02,Private Room,100.0,3.167591423394601,2014-12-10
1719,6759052,0.6053024050575048,0,Brooklyn,5693024,Peter,1,2015-07-28,40.68675,-73.94497,Bed-Stuy apt with central air, Bedford-Stuyvesant,1,1.2,0.02,Private Room,40.0,4.557977906104707,2015-01-22
1720,6760295,0.6196994602254017,0,Brooklyn,12432739,Monica,1,2016-11-15,40.73511,-73.95551,"Sunny, couple-friendly MasterBedroom in Greenpoint", Greenpoint,1,1.2,0.03,Private Room,75.0,4.014890123089967,2016-05-12
1721,6763899,0.7424730288792882,0,Manhattan,5360450,Sarah,1,2015-09-15,40.81791,-73.95357,"Bright, spacious room in Manhattan", Harlem,5,6.0,0.1,Private Room,60.0,3.197442496786476,2015-03-12
1722,6765965,0.7821998931585341,0,Brooklyn,35421272,Joffrey,1,2016-09-26,40.71128,-73.954,Williamsburg Cozy Apartement, Williamsburg,6,7.1999999999999975,0.12,entire place,119.0,4.693926280188245,2016-03-23
1723,6767603,0.0,0,Manhattan,35432501,Sterling,0,,40.75861,-73.96939,Quiet and spacious midtown apt, Midtown,0,0.0,0.0,Private Room,110.0,,2018-02-12
1724,6767911,0.7489547705190557,0,Manhattan,24742173,Tammy,1,2018-04-20,40.79745,-73.96936,"Private Floor, 1BR 1BTH, PR Entry", Upper West Side,16,19.2,0.32,entire place,130.0,4.336836149157417,2017-10-15
1725,6776698,0.646338829269078,346,Queens,9284163,Antonio,1,2019-06-23,40.68955,-73.85348,JFK SPACIOUS ROOM / A  4  BLOCKS TO SUBWAY, Woodhaven,262,314.4,5.28,Private Room,39.0,4.123869482199767,2018-12-18
1726,6778776,0.6436846689404869,0,Manhattan,18591697,Heidi,1,2016-07-31,40.83705,-73.9399,Private Room in Bohemian Haven, Washington Heights,4,4.8,0.09,Private Room,55.0,3.4983067462638573,2016-01-26
1727,6781648,0.0,0,Manhattan,3403868,Cusi,0,,40.73643,-74.00350999999998,2BR Creative Oasis, West Village,0,0.0,0.0,entire place,140.0,,2018-02-23
1728,6783518,0.0,0,Brooklyn,35512327,Mayowa,0,,40.68247,-73.94243,PRIVATE Room||Luxury Apt, Bedford-Stuyvesant,0,0.0,0.0,Private Room,75.0,,2018-06-05
1729,6784669,0.6105258697741702,0,Manhattan,29509026,Melissa,1,2016-06-01,40.76644,-73.95803000000002,Charming one bedroom Upper East, Upper East Side,6,7.1999999999999975,0.13,entire place,130.0,3.981642944100885,2015-11-27
1730,6784807,0.7630105736696767,0,Queens,15724675,Juan,1,2017-04-17,40.74375,-73.90678,"One  bedroom in Queens , with 2 single beds", Woodside,16,19.2,0.42,Private Room,50.0,3.5601276839148834,2016-10-12
1731,6792888,0.7648661797404241,0,Queens,35340889,Uros,1,2015-10-09,40.74589,-73.91956,ONE BR SUNNY APT-15 MIN FROM TIMESQ, Sunnyside,4,4.8,0.09,entire place,89.0,3.654944680526033,2015-04-05
1732,6800858,0.7068162383183785,0,Brooklyn,503555,Phyl,1,2015-11-11,40.71481,-73.96262,Charming and private room in W'burg, Williamsburg,6,7.1999999999999975,0.13,Private Room,89.0,4.928395777931526,2015-05-08
1733,6805817,0.0,0,Manhattan,7323687,Russell,0,,40.79304000000001,-73.97725,Bedroom on Riverside Park, Upper West Side,0,0.0,0.0,Private Room,125.0,,2018-05-03
1734,6806282,0.0,0,Manhattan,4055091,Tina,0,,40.72949000000001,-73.98012,Cozy Room in Charming East Village, East Village,0,0.0,0.0,Private Room,80.0,,2018-08-19
1735,6807871,0.6563301925888292,0,Manhattan,35637698,Yaniv,1,2016-10-10,40.74362,-73.98058,MANHATTAN STUDIO, Kips Bay,4,4.8,0.08,entire place,100.0,4.741772986475857,2016-04-06
1736,6812717,0.0,222,Manhattan,2608356,Dimitry,0,,40.70944,-74.01829000000002,View Waterfront Studio - Manhattan, Battery Park City,0,0.0,0.0,entire place,100.0,,2018-08-23
1737,6821978,0.7404201459782471,0,Brooklyn,13219494,New,1,2015-07-14,40.68636,-73.96207,"Charming, Sunny Home in Heart of BK", Clinton Hill,1,1.2,0.02,entire place,125.0,3.0566573916258486,2015-01-08
1738,6822519,0.6643595480569,0,Brooklyn,1456436,Kevin And Regard,1,2017-05-01,40.69859,-73.92401,Sun filled private room in Brooklyn, Bushwick,32,38.4,0.65,Private Room,64.0,4.374162291255321,2016-10-26
1739,6834972,0.0,0,Brooklyn,438545,Christie,0,,40.68276,-74.00016,Floorthru Two Bed & Private Yard, Carroll Gardens,0,0.0,0.0,entire place,275.0,,2018-08-29
1740,6843145,0.7495325369637516,0,Manhattan,5361360,Michael,1,2017-07-17,40.78787,-73.97116,"Perfect, 1 block from Central Park", Upper West Side,6,7.1999999999999975,0.16,entire place,200.0,3.929845733778029,2017-01-11
1741,6850801,0.0,0,Brooklyn,27287584,Chana,0,,40.6613,-73.94457,3 Bedroom Kid-Friendly Apartment, Prospect-Lefferts Gardens,0,0.0,0.0,entire place,250.0,,2018-04-06
1742,6851700,0.0,0,Brooklyn,35902297,Meg,0,,40.67416,-73.99955,Private room in quintessential BK!, Carroll Gardens,0,0.0,0.0,Private Room,40.0,,2018-04-21
1743,6852315,0.7640222434503323,307,Manhattan,6959884,Josephine,1,2019-07-02,40.729,-74.00066,Cozy and ideally located Greenwich village apt, Greenwich Village,18,21.6,0.38,entire place,245.0,3.949867961352655,2018-12-27
1744,6854372,0.6853385572891179,0,Brooklyn,1461503,Phillip,1,2015-10-25,40.68645,-73.92425,Beautiful bedroom in Brooklyn, Bedford-Stuyvesant,2,2.4,0.04,Private Room,55.0,3.164182483613448,2015-04-21
1745,6864482,0.0,0,Brooklyn,35798207,Jonathan,0,,40.69468,-73.94729,Queer friendly lofted Bedstuy room, Bedford-Stuyvesant,0,0.0,0.0,Private Room,80.0,,2018-07-20
1746,6866040,0.7749738011959804,18,Brooklyn,844227,Barbara,1,2019-03-19,40.71117,-73.95291999999998,Pretty Artists Apt Private BR in Williamsburg, Williamsburg,9,10.8,0.66,Private Room,74.0,4.473094463200123,2018-09-13
1747,6866061,0.7822202248783479,0,Brooklyn,4939720,Masha,1,2016-01-29,40.66689,-73.95881999999997,Delightful & Roomy 1 Bdrm Apt, Crown Heights,8,9.6,0.17,entire place,88.0,4.274296371800371,2015-07-26
1748,6866960,0.6862004041503051,320,Brooklyn,35983559,Laura,1,2019-07-03,40.63868,-73.95049,Elegant 3 BR in Victorian Home by Brooklyn College, East Flatbush,93,111.6,1.93,entire place,150.0,4.371819056535808,2018-12-28
1749,6871600,0.6093802019823601,0,Manhattan,4271676,Nat,1,2017-06-06,40.7214,-73.99635,Cozy room in Nolita/SoHo, Nolita,18,21.6,0.38,Private Room,100.0,4.2057608228568215,2016-12-01
1750,6881827,0.0,0,Manhattan,25111426,David,0,,40.76308,-73.99,Times Square/Hells Kitchen Home, Hell's Kitchen,0,0.0,0.0,Private Room,190.0,,2018-08-17
1751,6884509,0.6186525849943837,0,Brooklyn,640117,Simon,1,2017-09-04,40.71314,-73.95535,Comfy Room in Williamsburg, Williamsburg,8,9.6,0.17,Private Room,80.0,3.0183745273778126,2017-03-01
1752,6902147,0.0,0,Brooklyn,88032,Timothy,0,,40.67659,-73.95416999999998,Studio Apartment in Crown Heights, Crown Heights,0,0.0,0.0,entire place,65.0,,2018-03-18
1753,6908837,0.6701381722430789,348,Queens,36205028,Mrs. T,1,2019-06-21,40.68637,-73.79214,**Caribbean Blue- 8 mins to JFK **, Jamaica,189,226.8,3.9,Private Room,53.0,3.795854345266135,2018-12-16
